Район;Адрес;Комнат;Площадь;Этаж;Этажей в доме;Цена;Срок сдачи;Фото;url;Долгота;Широта
Ленинский;ул. Крисанова 11;2;45;1;5;15000;месяц;http://79.img.avito.st/140x105/1674926879.jpg;/perm/kvartiry/2-k_kvartira_45_m_15_et._574001606;56.209869;58.009802
Свердловский;Белинского 31;2;70;3;18;40000;месяц;;/perm/kvartiry/2-k_kvartira_70_m_318_et._516767944;56.268888;57.99973
Свердловский;Газеты звезда 65;1;45;3;5;1300;сутки;http://07.img.avito.st/140x105/1674916507.jpg;/perm/kvartiry/1-k_kvartira_45_m_35_et._573996758;56.254138;58.000446
Ленинский;монастырская,96;2;44;3;5;15000;месяц;;/perm/kvartiry/2-k_kvartira_44_m_35_et._573988915;56.210803;58.011614
Мотовилихинский;Юрша,5;2;48;7;9;15000;месяц;;/perm/kvartiry/2-k_kvartira_48_m_79_et._573985253;56.306968;58.010383
Дзержинский;ул. Подлесная, д. 3 а;1;34;5;16;11000;месяц;http://47.img.avito.st/140x105/1674870847.jpg;/perm/kvartiry/1-k_kvartira_34_m_516_et._573980822;56.140429;57.994202
Свердловский;ул. Чкалова, д. 10, корп. А;1;41;3;9;15000;месяц;;/perm/kvartiry/1-k_kvartira_41_m_39_et._573908025;56.265583;57.986917
Индустриальный;Качалова 10;1;51;9;14;13000;месяц;http://26.img.avito.st/140x105/1674849626.jpg;/perm/kvartiry/1-k_kvartira_51_m_914_et._573974144;56.169508;57.977775
Ленинский;ул. Николая Островского, д. 29;2;75;6;16;35000;месяц;http://82.img.avito.st/140x105/1674842882.jpg;/perm/kvartiry/2-k_kvartira_75_m_616_et._573972168;56.259492;58.011699
Свердловский;ул. Глеба Успенского, д. 16;1;38;8;10;17000;месяц;http://89.img.avito.st/140x105/1708323489.jpg;/perm/kvartiry/1-k_kvartira_38_m_810_et._573966579;56.240834;57.998118
Индустриальный;Ш.Космонавтов, д.120;1;43;6;20;13500;месяц;http://89.img.avito.st/140x105/1100599789.jpg;/perm/kvartiry/1-k_kvartira_43_m_620_et._423797327;56.191948;57.990982
Мотовилихинский;Тургенева 35а;1;33;3;11;15000;месяц;http://60.img.avito.st/140x105/1674782660.jpg;/perm/kvartiry/1-k_kvartira_33_m_311_et._573951954;56.295478;58.013215
Свердловский;Холмогорская,4б;1;36;14;17;13000;месяц;;/perm/kvartiry/1-k_kvartira_36_m_1417_et._457640327;56.288265;57.986383
Мотовилихинский;ул.Старцева,д.19 БЕЗ КОМИССИЙ. СОБСТВЕННИК.;3;67;9;9;18000;месяц;;/perm/kvartiry/3-k_kvartira_67_m_99_et._529959813;56.311567;58.000136
Свердловский;Чернышевского 17а;1;43;5;19;15500;месяц;http://58.img.avito.st/140x105/1594043958.jpg;/perm/kvartiry/1-k_kvartira_43_m_519_et._554265870;56.270299;57.995795
Ленинский;Петропавловская;0;18;2;9;11500;месяц;http://42.img.avito.st/140x105/1675235142.jpg;/perm/kvartiry/studiya_18_m_29_et._448594428;56.225994;58.010646
Орджоникидзевский;гайвинская 30а;1;36;4;5;8000;месяц;;/perm/kvartiry/1-k_kvartira_36_m_45_et._573897527;56.298209;58.106704
Мотовилихинский;ул. Ким 74;1;45;5;6;14000;месяц;;/perm/kvartiry/1-k_kvartira_45_m_56_et._573886263;56.292406;58.020533
Свердловский;ул. Тбилисская, 9а;3;57;4;5;18000;месяц;;/perm/kvartiry/3-k_kvartira_57_m_45_et._328536602;56.213741;57.961526
Свердловский;ул.1-я Красноармейская 3;3;80;11;15;28000;месяц;http://60.img.avito.st/140x105/1674537060.jpg;/perm/kvartiry/3-k_kvartira_80_m_1115_et._573867890;56.266741;58.003359
Свердловский;ул.1-я Красноармейская 3;2;68;4;15;23000;месяц;http://49.img.avito.st/140x105/1674532649.jpg;/perm/kvartiry/2-k_kvartira_68_m_415_et._573866109;56.266741;58.003359
Ленинский;Луначарского, 132;1;42;3;5;1500;сутки;http://47.img.avito.st/140x105/1333111247.jpg;/perm/kvartiry/1-k_kvartira_42_m_35_et._489402669;56.212771;58.002811
Индустриальный;ул.Комбайнеров 39;2;56;3;10;20000;месяц;http://16.img.avito.st/140x105/1674527316.jpg;/perm/kvartiry/2-k_kvartira_56_m_310_et._573864425;56.184303;57.975765
Индустриальный;ул. Мира 80;2;43;3;5;15000;месяц;;/perm/kvartiry/2-k_kvartira_43_m_35_et._573857092;56.180593;57.978042
Дзержинский;Вавилова 23;2;45;4;5;15000;месяц;;/perm/kvartiry/2-k_kvartira_45_m_45_et._573823250;56.195622;57.996038
Свердловский;ул. Рабоче-крестьянская, д. 28;2;46;5;5;16000;месяц;;/perm/kvartiry/2-k_kvartira_46_m_55_et._573816552;56.273371;58.003469
Дзержинский;толмачева17;1;43;8;17;23000;месяц;http://15.img.avito.st/140x105/974596815.jpg;/perm/kvartiry/1-k_kvartira_43_m_817_et._374513226;56.200545;58.006888
Мотовилихинский;Лузенина,12;2;49;4;10;11000;месяц;http://01.img.avito.st/140x105/1509246301.jpg;/perm/kvartiry/2-k_kvartira_49_m_410_et._532993996;56.327593;58.028183
Ленинский;куйбышева 51;1;29;3;5;15000;месяц;;/perm/kvartiry/1-k_kvartira_29_m_35_et._545770016;56.238444;58.001996
Свердловский;Холмогорская 19;1;30;3;5;10000;месяц;http://06.img.avito.st/140x105/1674340406.jpg;/perm/kvartiry/1-k_kvartira_30_m_35_et._573808203;56.288732;57.982532
Кировский;ОХОТНИКОВ 30;1;31;3;5;14000;месяц;;/perm/kvartiry/1-k_kvartira_31_m_35_et._573806693;55.936063;58.004976
Мотовилихинский;Уральская 47а;2;55;13;16;11000;месяц;http://96.img.avito.st/140x105/1704260896.jpg;/perm/kvartiry/2-k_kvartira_55_m_1316_et._573805009;56.309681;58.032629
Мотовилихинский;Уинская, 33;1;48;7;25;14000;месяц;http://41.img.avito.st/140x105/1674301141.jpg;/perm/kvartiry/1-k_kvartira_48_m_725_et._573800541;56.321584;58.006063
Свердловский;Глеба Успенского 16;1;42;3;9;15000;месяц;http://87.img.avito.st/140x105/1674281487.jpg;/perm/kvartiry/1-k_kvartira_42_m_39_et._573793542;56.240834;57.998118
Ленинский;ул. Николая Островского, д. 29;1;50;7;9;40000;месяц;http://34.img.avito.st/140x105/1507173834.jpg;/perm/kvartiry/1-k_kvartira_50_m_79_et._532517946;56.259492;58.011699
Ленинский;ул. Пушкина, 7;2;46;2;9;15000;месяц;;/perm/kvartiry/2-k_kvartira_46_m_29_et._573781207;56.257731;58.010994
Свердловский;Яблочкова 29;2;77;7;16;25000;месяц;;/perm/kvartiry/2-k_kvartira_77_m_716_et._553757909;56.221826;57.970969
Ленинский;Монастырская;2;44;6;9;2500;сутки;;/perm/kvartiry/2-k_kvartira_44_m_69_et._573769366;56.236989;58.016286
Индустриальный;глинки 1;1;32;3;5;15000;месяц;http://12.img.avito.st/140x105/1505363812.jpg;/perm/kvartiry/1-k_kvartira_32_m_35_et._531459523;56.170792;57.963622
Индустриальный;ул. уральская 95;1;59;7;12;18000;месяц;http://85.img.avito.st/140x105/1674164285.jpg;/perm/kvartiry/1-k_kvartira_59_m_712_et._573762693;56.286585;58.022425
Дзержинский;Плеханова 61;2;45;2;5;17000;месяц;http://19.img.avito.st/140x105/1674160019.jpg;/perm/kvartiry/2-k_kvartira_45_m_25_et._573762129;56.207974;57.997994
Дзержинский;дзержинского;5;1000;1;2;350;сутки;http://52.img.avito.st/140x105/1674163952.jpg;/perm/kvartiry/5-k_kvartira_1000_m_12_et._573761965;56.177125;58.008157
Ленинский;Осинская, 12;2;50;5;10;25000;месяц;http://00.img.avito.st/140x105/974232300.jpg;/perm/kvartiry/2-k_kvartira_50_m_510_et._382558588;56.229371;58.012286
Свердловский;поселок горный, ул, парковая 3;2;58;7;9;13000;месяц;;/perm/kvartiry/2-k_kvartira_58_m_79_et._573753408;56.323677;57.893707
Свердловский;Островского 69;1;40;10;14;18000;месяц;;/perm/kvartiry/1-k_kvartira_40_m_1014_et._573751472;56.266463;58.003965
Индустриальный;Одоевского, 16;1;31;2;5;1200;сутки;http://10.img.avito.st/140x105/1321346710.jpg;/perm/kvartiry/1-k_kvartira_31_m_25_et._487212285;56.174305;57.978705
Дзержинский;Шоссе Космонавтов 86а;1;37;4;10;12000;месяц;http://94.img.avito.st/140x105/1674091694.jpg;/perm/kvartiry/1-k_kvartira_37_m_410_et._573734483;56.207111;57.994865
Мотовилихинский;хрустальная 15;3;58;9;9;15000;месяц;;/perm/kvartiry/3-k_kvartira_58_m_99_et._573729868;56.307776;58.025795
Свердловский;Чернышевского 15г;2;65;16;19;18000;месяц;http://10.img.avito.st/140x105/1674088610.jpg;/perm/kvartiry/2-k_kvartira_65_m_1619_et._573733009;56.271583;57.996287
Ленинский;комсомольский проспект 35;1;40;2;5;1400;сутки;http://77.img.avito.st/140x105/1433974677.jpg;/perm/kvartiry/1-k_kvartira_40_m_25_et._514431884;56.243295;58.005978
Дзержинский;ул. Овчинникова дом 18 кв 162;1;36;1;10;1100;сутки;http://10.img.avito.st/140x105/1676399910.jpg;/perm/kvartiry/1-k_kvartira_36_m_110_et._573722047;56.225958;57.994469
Ленинский;ул. Пермская, д.8;1;44;7;10;20000;месяц;http://33.img.avito.st/140x105/817132633.jpg;/perm/kvartiry/1-k_kvartira_44_m_710_et._334820407;56.259231;58.015566
Кировский;Пермский.р-н,с. Усть-Качка, ул. Краснознаменная, 8;2;28;2;5;1500;сутки;http://89.img.avito.st/140x105/1593572589.jpg;/perm/kvartiry/2-k_kvartira_28_m_25_et._554166508;56.316167;58.025785
Свердловский;Механошина. 15 (ЖК "Квартал на Механошина");1;36;10;26;15000;месяц;http://11.img.avito.st/140x105/1673807311.jpg;/perm/kvartiry/1-k_kvartira_36_m_1026_et._573680777;56.237771;58.00097
Ленинский;Ленина, д.9;1;40;3;5;10000;месяц;http://06.img.avito.st/140x105/1673796006.jpg;/perm/kvartiry/1-k_kvartira_40_m_35_et._573678631;56.25553;58.016696
Мотовилихинский;Пушкарская,90;1;35;1;9;15000;месяц;http://84.img.avito.st/140x105/1673767384.jpg;/perm/kvartiry/1-k_kvartira_35_m_19_et._461716003;56.298039;58.003808
Кировский;ул.Победы, д 31, кв 12;2;45;3;3;14000;месяц;;/perm/kvartiry/2-k_kvartira_45_m_33_et._573669444;55.922992;58.006512
Ленинский;ул. Луначарского 23;1;32;4;5;12000;месяц;;/perm/kvartiry/1-k_kvartira_32_m_45_et._573654357;56.254372;58.010941
Свердловский;ул. Механошина 10;2;45;3;5;15000;месяц;;/perm/kvartiry/2-k_kvartira_45_m_35_et._552747294;56.234986;58.001795
Орджоникидзевский;Уссурийская 25;1;45;11;17;9000;месяц;;/perm/kvartiry/1-k_kvartira_45_m_1117_et._573638382;56.413553;58.084596
Дзержинский;ул. Желябова 10;1;36;3;9;13000;месяц;;/perm/kvartiry/1-k_kvartira_36_m_39_et._573641063;56.145783;57.996043
Дзержинский;ул. Малкова д. 18;1;36;5;5;10000;месяц;;/perm/kvartiry/1-k_kvartira_36_m_55_et._573630463;56.193124;57.995328
Кировский;Кировский район, ул. Маршала Рыбалко 78а;3;62;2;5;15000;месяц;;/perm/kvartiry/3-k_kvartira_62_m_25_et._573628436;55.960578;58.007723
Свердловский;Братская 2/2;3;68;3;9;15000;месяц;;/perm/kvartiry/3-k_kvartira_68_m_39_et._552821387;56.285534;57.980605
Индустриальный;ул. Мира д. 9;2;44;3;5;14000;месяц;;/perm/kvartiry/2-k_kvartira_44_m_35_et._573617701;56.20933;57.984474
Орджоникидзевский;СОЦИАЛИСТИЧЕСКАЯ, д.24.;1;37;3;10;8000;месяц;http://56.img.avito.st/140x105/1673554856.jpg;/perm/kvartiry/1-k_kvartira_37_m_310_et._573606927;56.394149;58.133061
Свердловский;ул. Клары Цеткин д. 21а;2;58;13;14;14000;месяц;;/perm/kvartiry/2-k_kvartira_58_m_1314_et._573606451;56.241337;57.989155
Свердловский;комсомольский пр.кт;1;10;5;5;15000;месяц;;/perm/kvartiry/1-k_kvartira_10_m_55_et._573601933;56.246152;58.003426
Дзержинский;ул. Петропавловская 111;2;42;5;7;18000;месяц;http://75.img.avito.st/140x105/1673528875.jpg;/perm/kvartiry/2-k_kvartira_42_m_57_et._573598957;56.202018;58.006946
Дзержинский;ул. Малкова, 24а;2;70;4;18;20000;месяц;http://79.img.avito.st/140x105/1461466279.jpg;/perm/kvartiry/2-k_kvartira_70_m_418_et._521417446;56.195343;57.998347
Мотовилихинский;ул. Юрша д. 56;2;56;7;9;15000;месяц;;/perm/kvartiry/2-k_kvartira_56_m_79_et._573594532;56.308585;58.012052
Свердловский;ул. Серебрянский проезд д.19;3;58;1;9;20000;месяц;http://12.img.avito.st/140x105/1673513112.jpg;/perm/kvartiry/3-k_kvartira_58_m_19_et._573593897;56.230117;57.978381
Кировский;Судозаводская, 24;1;32;1;4;13000;месяц;;/perm/kvartiry/1-k_kvartira_32_m_14_et._429342539;56.031562;58.035373
Индустриальный;Леонова 66;2;46;3;5;16000;месяц;http://61.img.avito.st/140x105/1673487361.jpg;/perm/kvartiry/2-k_kvartira_46_m_35_et._573587833;56.17744;57.962615
Мотовилихинский;ул. Патриса Лумумбы д. 9 корп. а;2;44;5;5;12000;месяц;;/perm/kvartiry/2-k_kvartira_44_m_55_et._573581126;56.289945;58.002825
Ленинский;Ленина,10;0;56;8;9;23000;месяц;http://23.img.avito.st/140x105/1673462123.jpg;/perm/kvartiry/studiya_56_m_89_et._573578214;56.257004;58.016228
Свердловский;ул. Сергинская, д. 22а;1;34;2;2;10000;месяц;;/perm/kvartiry/1-k_kvartira_34_m_22_et._500125568;56.236899;57.962094
Индустриальный;Засулич, д. 44;0;30;7;16;12000;месяц;http://27.img.avito.st/140x105/1673394427.jpg;/perm/kvartiry/studiya_30_m_716_et._573562270;56.204326;57.971312
Ленинский;комсомольский проспект 10;1;34;2;5;1600;сутки;http://57.img.avito.st/140x105/1706519557.jpg;/perm/kvartiry/1-k_kvartira_34_m_25_et._558894564;56.235767;58.014979
Кировский;ул.Автозаводская,28. ост.Астраханская.;2;53;5;12;11000;месяц;;/perm/kvartiry/2-k_kvartira_53_m_512_et._573552868;55.955754;58.002897
Кировский;Город Пермь ул. Буксирная 9;1;30;3;5;10000;месяц;http://62.img.avito.st/140x105/1673367462.jpg;/perm/kvartiry/1-k_kvartira_30_m_35_et._573551097;56.037096;58.035683
Дзержинский;ул. Ш .Космонавтов, д. 100;1;32;2;5;12800;месяц;http://50.img.avito.st/140x105/1390538750.jpg;/perm/kvartiry/1-k_kvartira_32_m_25_et._469248334;56.204174;57.995428
Кировский;ул.Капитанская.;1;27;3;5;10000;месяц;;/perm/kvartiry/1-k_kvartira_27_m_35_et._573544517;56.012869;58.026357
Индустриальный;Кондратово, кардла маркса 4;2;34;4;5;1300;месяц;http://58.img.avito.st/140x105/1673349658.jpg;/perm/kvartiry/2-k_kvartira_34_m_45_et._573543449;56.104083;57.977302
Мотовилихинский;Гагарина бульвар 113б;1;42;6;14;17000;месяц;http://60.img.avito.st/140x105/1673357460.jpg;/perm/kvartiry/1-k_kvartira_42_m_614_et._549106255;56.294895;57.991869
Ленинский;Ленина15;1;50;1;5;1000;сутки;http://34.img.avito.st/140x105/1333806434.jpg;/perm/kvartiry/1-k_kvartira_50_m_15_et._489558997;56.251901;58.015428
Свердловский;25 октября 72;2;65;3;17;30000;месяц;;/perm/kvartiry/2-k_kvartira_65_m_317_et._573516239;56.261738;58.00179
Орджоникидзевский;Бенгальская 12;2;40;5;5;10000;месяц;;/perm/kvartiry/2-k_kvartira_40_m_55_et._573504038;56.437125;58.145551
Мотовилихинский;Макаренко 12а;3;80;8;16;17000;месяц;;/perm/kvartiry/3-k_kvartira_80_m_816_et._573496651;56.301605;58.014574
Ленинский;екатериненская 51;2;50;3;5;18000;месяц;;/perm/kvartiry/2-k_kvartira_50_m_35_et._573479061;56.251865;58.012262
Индустриальный;Сивкова 2;3;67;4;10;20000;месяц;;/perm/kvartiry/3-k_kvartira_67_m_410_et._549350812;56.222383;57.983305
Ленинский;Ленина;0;33;2;5;1500;сутки;http://04.img.avito.st/140x105/1673083604.jpg;/perm/kvartiry/studiya_33_m_25_et._573471836;56.224413;58.008781
Мотовилихинский;ул. Тургенева, д. 18, корп. 3;1;31;1;5;13000;месяц;;/perm/kvartiry/1-k_kvartira_31_m_15_et._573463508;56.290888;58.015599
Индустриальный;бульвар Гагарина, 83;2;42;4;5;14000;месяц;;/perm/kvartiry/2-k_kvartira_42_m_45_et._573460674;56.287897;57.998295
Мотовилихинский;макаренко 14а;2;62;13;17;20000;месяц;http://49.img.avito.st/140x105/1229201149.jpg;/perm/kvartiry/2-k_kvartira_62_m_1317_et._462342904;56.29926;58.014336
