Адрес;Построен;Степень износа;Дата ремонта, гг;Долгота;Широта
Цимлянская, 1;1971 г.;30;2015-2017;56.380836;58.131755
Фонтанная, 8;1971 г.;30;2015-2017;56.276362;58.003255
Серебрянский проезд, 17;1971 г.;30;2015-2017;56.231303;57.978152
Краснофлотская, 25;1971 г.;30;2015-2017;56.240259;57.996239
Лукоянова, 4;1971 г.;29;2015-2017;56.241472;57.957596
Социалистическая, 6;1971 г.;28;2015-2017;56.381977;58.135076
Снайперов, 14;1971 г.;28;2015-2017;56.210543;57.981306
Декабристов, 16;1971 г.;27;2015-2017;56.209456;57.979345
Космонавтов, 72;1971 г.;27;2015-2017;56.217262;57.996329
Матросова, 6;1971 г.;26;2015-2017;56.214415;58.011871
Стахановская, 7;1971 г.;26;2015-2017;56.222356;57.984493
Пушкина, 108а;1971 г.;26;2015-2017;56.219858;58.001504
Репина, 70а;1971 г.;26;2015-2017;56.285381;58.113285
Мензелинская, 7;1971 г.;24;2015-2017;55.844506;58.027425
Елькина, 1;1971 г.;23;2015-2017;56.236567;57.998333
Милиционера Власова, 27;1971 г.;23;2015-2017;56.166696;57.965923
Вагонная, 3;1971 г.;23;2015-2017;56.095522;58.048021
Васнецова, 13;1971 г.;23;2015-2017;56.284303;58.116375
Магистральная, 36;1971 г.;23;2015-2017;55.950112;58.009883
Серебрянский проезд, 7;1971 г.;22;2015-2017;56.235570;57.975336
Юнг Прикамья, 39;1971 г.;22;2015-2017;56.025678;58.037241
Петропавловская, 91;1971 г.;21;2015-2017;56.214109;58.009921
Космонавтов, 127;1971 г.;21;2015-2017;56.188848;57.987910
Александра Щербакова, 37;1971 г.;21;2015-2017;56.386586;58.126456
Свиязева, 16;1971 г.;21;2015-2017;56.191256;57.965560
Зюкайская, 4;1971 г.;21;2015-2017;56.375491;58.110803
М. Рыбалко, 45;1971 г.;21;2015-2017;55.952690;58.007227
Бенгальская, 2;1971 г.;21;2015-2017;56.443503;58.145271
Солдатова, 11;1971 г.;21;2015-2017;56.228734;57.964596
Милиционера Власова, 33;1971 г.;21;2015-2017;56.169193;57.966147
Пономарева, 65;1971 г.;20;2015-2017;56.308693;58.003345
Швецова, 41;1971 г.;20;2015-2017;56.249709;58.002201
Косьвинская, 7;1971 г.;20;2015-2017;56.273892;57.972954
Фонтанная, 7;1971 г.;20;2015-2017;56.274952;58.001447
Фонтанная, 6;1971 г.;20;2015-2017;56.277072;58.003531
Карпинского, 31;1971 г.;20;2015-2017;56.219077;57.983821
Карпинского, 29;1971 г.;20;2015-2017;56.217891;57.984055
Рабочая, 21;1971 г.;20;2015-2017;56.196691;57.998786
Свиязева, 42;1971 г.;19;2015-2017;56.174125;57.960633
Свиязева, 38;1971 г.;19;2015-2017;56.175985;57.960729
Генерала Панфилова, 9;1971 г.;19;2015-2017;55.843464;58.027120
Монастырская, 96;1971 г.;18;2015-2017;56.210803;58.011614
Трясолобова, 71;1971 г.;18;2015-2017;56.303482;58.160857
Петропавловская, 79;1971 г.;18;2015-2017;56.221996;58.011308
Шишкина, 17;1971 г.;18;2015-2017;55.958017;58.006192
Серебрянский проезд, 5;1971 г.;18;2015-2017;56.236280;57.975045
Мира, 114;1971 г.;18;2015-2017;56.163453;57.972047
Уфимская, 12;1971 г.;17;2015-2017;56.230674;57.975202
Охотников, 30;1971 г.;17;2015-2017;55.936063;58.004976
Ласьвинская, 39;1971 г.;17;2015-2017;55.938003;58.004833
Уфимская, 24;1971 г.;15;2015-2017;56.228509;57.974601
Макаренко, 12;1971 г.;13;2015-2017;56.300464;58.013406
Сеченова, 9;1971 г.;11;2015-2017;56.129012;58.038937
Чердынская, 21;1971 г.;9;2015-2017;56.186962;57.965436
Центральная Ферма, 1;1971 г.;;2015-2017;56.273739;57.948360
Чердынская, 27;1971 г.;;2015-2017;56.182560;57.964147
Сергинская, 7;1971 г.;;2015-2017;56.236118;57.967751
Чердынская, 23;1971 г.;;2015-2017;56.185372;57.964983
Черемховская, 8;1971 г.;;2015-2017;56.402764;58.037317
Чердынская, 17;1971 г.;;2015-2017;56.189396;57.966176
Чердынская, 8;1971 г.;;2015-2017;56.194993;57.966186
Свиязева, 40/1;1971 г.;;2015-2017;56.174996;57.961025
Химградская, 43;1971 г.;;2015-2017;55.940096;58.006721
Фонтанная, 2;1971 г.;;2015-2017;56.278402;58.004246
Космонавта Леонова, 68;1971 г.;;2015-2017;56.178796;57.962562
Вильвенская, 1;1971 г.;;2015-2017;56.226021;57.997698
Торговая, 20;1972 г.;52;2015-2017;55.933583;57.998256
А.Вавилова, 19;1972 г.;50;2015-2017;56.195909;57.995151
Петропавловская, 111;1972 г.;44;2015-2017;56.202018;58.006946
Ладожская, 1;1972 г.;40;2015-2017;56.279174;58.042129
Генерала Черняховского, 74;1972 г.;35;2015-2017;56.402809;58.085566
Стахановская, 18;1972 г.;34;2015-2017;56.221664;57.986240
Сивкова, 5;1972 г.;34;2015-2017;56.218978;57.982871
Сивкова, 3а;1972 г.;34;2015-2017;56.221323;57.981067
Рабочая, 1;1972 г.;33;2015-2017;56.201362;57.993467
Петропавловская, 93;1972 г.;33;2015-2017;56.212411;58.009292
Стахановская, 11;1972 г.;33;2015-2017;56.221332;57.985071
Юрша, 92;1972 г.;32;2015-2017;56.302809;58.001108
п.Н.Курья ДОС 58, 58;1972 г.;32;2015-2017;56.023882;58.071333
ДОС, 2;1972 г.;31;2015-2017;56.234195;58.010259
Маяковского, 39;1972 г.;30;2015-2017;56.110506;58.002701
Богдана Хмельницкого, 58;1972 г.;29;2015-2017;55.939593;58.008901
Снайперов, 16;1972 г.;29;2015-2017;56.210875;57.980881
М. Горького, 72;1972 г.;28;2015-2017;56.262986;58.004838
Машинистов, 22а;1972 г.;27;2015-2017;56.109958;58.039761
Чернышевского, 17;1972 г.;27;2015-2017;56.266041;57.997140
Крисанова, 6;1972 г.;26;2015-2017;56.211369;58.011089
Карпинского, 51;1972 г.;25;2015-2017;56.218861;57.981659
Петропавловская, 85;1972 г.;25;2015-2017;56.218196;58.010283
Стахановская, 15;1972 г.;25;2015-2017;56.219203;57.984594
1 Дубровский, 5;1972 г.;25;2015-2017;56.315547;58.114972
Макаренко, 16;1972 г.;24;2015-2017;56.298973;58.012653
Нефтяников, 53;1972 г.;24;2015-2017;56.164351;57.969522
Льва Толстого, 33;1972 г.;23;2015-2017;56.219957;57.986989
Костычева, 37;1972 г.;23;2015-2017;56.132758;58.037627
Макаренко, 26;1972 г.;22;2015-2017;56.296521;58.010917
Свиязева, 28;1972 г.;22;2015-2017;56.183018;57.963221
Макаренко, 24;1972 г.;22;2015-2017;56.298155;58.011437
Сочинская, 8;1972 г.;22;2015-2017;56.125877;58.039428
Стахановская, 21;1972 г.;21;2015-2017;56.215600;57.985281
Свиязева, 50/1;1972 г.;21;2015-2017;56.170226;57.960815
Солдатова, 34;1972 г.;21;2015-2017;56.236172;57.973532
Косьвинская, 11;1972 г.;20;2015-2017;56.272365;57.973088
Никулина, 41;1972 г.;20;2015-2017;56.227224;57.965207
Косьвинская, 13;1972 г.;20;2015-2017;56.271790;57.973441
Стахановская, 44;1972 г.;19;2015-2017;56.214370;57.987108
Монастырская, 93;1972 г.;18;2015-2017;56.221637;58.012829
Космонавта Леонова, 60;1972 г.;18;2015-2017;56.176371;57.964815
Ленина, 72а;1972 г.;18;2015-2017;56.221341;58.007866
Солдатова, 36;1972 г.;18;2015-2017;56.237447;57.973665
Свиязева, 46/1;1972 г.;18;2015-2017;56.172194;57.960729
Бумажников, 20;1972 г.;18;2015-2017;56.444006;58.146705
Космонавтов, 76;1972 г.;18;2015-2017;56.215573;57.995881
Макаренко, 10;1972 г.;17;2015-2017;56.301210;58.013697
Уфимская, 14;1972 г.;15;2015-2017;56.230378;57.976128
Ласьвинская, 41;1972 г.;15;2015-2017;55.936889;58.004828
Уфимская, 16;1972 г.;14;2015-2017;56.229524;57.976572
Химградская, 21;1972 г.;14;2015-2017;55.936233;58.003832
Богдана Хмельницкого, 82;1972 г.;12;2015-2017;55.943878;58.011637
Архитектора Свиязева, 32;1972 г.;;2015-2017;56.178751;57.961473
Магистральная, 32;1972 г.;;2015-2017;55.949151;58.009096
Самолетная, 38;1972 г.;;2015-2017;56.223640;57.981339
Маршала Рыбалко, 47;1972 г.;;2015-2017;55.953607;58.007151
Магистральная, 94а;1972 г.;;2015-2017;55.968411;58.017053
Чистопольская, 27;1973 г.;55;2015-2017;55.934517;57.998834
Чистопольская, 29;1973 г.;55;2015-2017;55.933448;57.998986
Чистопольская, 25;1973 г.;55;2015-2017;55.935272;57.998275
Академика Вавилова, 9;1973 г.;53;2015-2017;56.195774;57.993186
Связистов, 4;1973 г.;44;2015-2017;56.227521;57.996892
Генерала Черняховского, 86;1973 г.;35;2015-2017;56.407579;58.086347
1-я Нейвинская, 1;1973 г.;35;2015-2017;56.265178;57.971117
Стахановская, 13;1973 г.;34;2015-2017;56.219966;57.984207
Янаульская, 10;1973 г.;33;2015-2017;56.308522;58.102890
Таганрогская, 17;1973 г.;30;2015-2017;56.386334;58.118443
Социалистическая, 8;1973 г.;28;2015-2017;56.382660;58.134829
Гайвинская, 30а;1973 г.;27;2015-2017;56.298209;58.106704
Пермская, 160;1973 г.;27;2015-2017;56.224637;58.007117
Пушкина, 7;1973 г.;26;2015-2017;56.257731;58.010994
Карпинского, 51а;1973 г.;25;2015-2017;56.219822;57.981354
Иньвенская, 13;1973 г.;25;2015-2017;56.357795;58.064587
Луначарского, 21;1973 г.;24;2015-2017;56.255378;58.010989
Иньвенская, 15;1973 г.;24;2015-2017;56.358675;58.064364
Петропавловская, 109;1973 г.;23;2015-2017;56.204228;58.007275
Макаренко, 8;1973 г.;22;2015-2017;56.302153;58.013411
Милиционера Власова, 31;1973 г.;22;2015-2017;56.167522;57.965665
Ивана Франко, 39;1973 г.;22;2015-2017;56.351794;58.066358
Мозырьская, 5;1973 г.;22;2015-2017;56.430145;58.148211
Луначарского, 90;1973 г.;21;2015-2017;56.225527;58.004833
Воронежская, 3;1973 г.;21;2015-2017;55.839727;58.026119
Уинская, 36;1973 г.;21;2015-2017;56.308064;58.004456
Гайвинская, 30;1973 г.;21;2015-2017;56.297149;58.106157
Косякова, 76;1973 г.;21;2015-2017;56.387610;58.104697
Маршала Рыбалко, 37;1973 г.;20;2015-2017;55.949124;58.005377
Косьвинская, 9;1973 г.;20;2015-2017;56.273371;57.973331
Серебрянский проезд, 13;1973 г.;20;2015-2017;56.232022;57.977231
Героев Хасана, 147;1973 г.;20;2015-2017;56.270631;57.946345
Монастырская, 87;1973 г.;20;2015-2017;56.222508;58.012648
Космонавта Леонова, 11а;1973 г.;19;2015-2017;56.169023;57.975856
Академика Веденеева, 87;1973 г.;18;2015-2017;56.388840;58.102876
Серебрянский проезд, 11;1973 г.;18;2015-2017;56.232453;57.976906
Сокольская, 25;1973 г.;18;2015-2017;56.029784;58.036240
Композитора Глинки, 5;1973 г.;18;2015-2017;56.170101;57.962715
Композитора Глинки, 7;1973 г.;17;2015-2017;56.169571;57.962400
Луговского, 134;1973 г.;17;2015-2017;56.283423;58.115158
Композитора Глинки, 3;1973 г.;16;2015-2017;56.170649;57.963020
Петропавловская, 83;1973 г.;15;2015-2017;56.219948;58.010917
Уфимская, 18;1973 г.;15;2015-2017;56.228877;57.976119
Льва Толстого, 17;1973 г.;14;2015-2017;56.222679;57.986636
Уфимская, 20;1973 г.;13;2015-2017;56.229425;57.975646
Ким, 99а;1973 г.;12;2015-2017;56.285840;58.017320
Свиязева, 22;1973 г.;10;2015-2017;56.187339;57.964295
Звонарева, 39а;1973 г.;;2015-2017;56.303536;57.999969
Чердынская, 20;1973 г.;;2015-2017;56.188813;57.966544
Никулина, 4;1973 г.;;2015-2017;56.242855;57.963885
